"handle","name","content","replies","retweets","favorites","unix_timestamp","date","url","__url"
"@syrianmusiclive","syrianmusiclives","Lynn Adib joins #GlobalWeek4Syria on the 9th of July #Beirut @ 8:00 pm @AUB_Lebanon – Assembly Hall alongside other amazing musicians. #Syria #music #jazz #Arabic #Lebanon","","2","4","1561735397000","Jun 28","/syrianmusiclive/status/1144627333535621121","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@GregLopezPerth","Greg Lopez","I know you meant it as a joke. Honestly, looking at the region today and historically, it is amazing what Malaysia has achieved. That Adib’s & TBH’s death, and the missing persons, on the Wang Kelian RCI — shows that Malaysia takes the rule of law far more seriously that others.","","","1","1561772117000","Jun 28","/GregLopezPerth/status/1144781349313638400","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@WeAreSama","Sama - Resource Group for Women and Health","Rehana Adib from Astitva brings to the fore the issues of Muslim women and how the marginalisation of the community affects their health and their interaction with the system, at the 5th day of the National Course on Gender, Health & Rights.@SamaSarojini @jsa_india @PHMglobal","","4","7","1561810719000","Jun 29","/WeAreSama/status/1144943257631117312","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@reading_beauty","Nicole","5 of 5 stars to Darius the Great Is Not Okay by Adib Khorram ","","","","1561614857000","Jun 26","/reading_beauty/status/1144121754564091905","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@KMehrabi","Kevin Mehrabi","As we approach the 1 year anniversary of #Tezos token activations beginning, 16% of balances have not yet been activated.  @abehjat has parsed out the data for analysis. Thanks Adib! ","","1","5","1561662912000","Jun 27","/KMehrabi/status/1144323311704276992","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@reza16752126","Reza","They remember Vietnam War from 1955 to 1975.
$120 billion for US
60000 American killed
and many psychological and negative consequences for divided US.
And also they know, Iran is totally different from Vietnam and there are many accessible American bases in region.","","","1","1561711377000","Jun 28","/reza16752126/status/1144526587783778306","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@PatriciaPotyka","PatriciaSpencerPotyka, M.A.","Feeling proud of my sis, Pamela Potyka Goble, the new President of .@NAWBONational
National Association of Women in Business. #CEO2019 #Texas #USA Her hubby Adib & Papa Doc  #TGIF","","","3","1561769297000","Jun 28","/PatriciaPotyka/status/1144769523209424896","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@adib_azman","Mike Wazowski","Let the bird free  hehe","1","","1","1561695883000","Jun 27","/adib_azman/status/1144461602697072640","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@peachyhana","hun","Amir and adib was late for physics class and sir said ""main sabun ke student lelaki ni?"" And im the only girl yang faham rasa macam horny pulak HAHAHAHAHA","","1","3","1561690616000","Jun 27","/peachyhana/status/1144439510874243077","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@DeannaRasyid","𝔡𝔢𝔞𝔫𝔫𝔞","very nice line you got there (eyebrows)! blessed","1","","4","1561727718000","Jun 28","/DeannaRasyid/status/1144595126024458240","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@maxzilly","Fart Noise","The potret of Allahyarham Muhammad Adib being vandalised in front of the ss15 fire station. ","","1","","1561819345000","Jun 29","/maxzilly/status/1144979440255922176","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@adibhusnizaim","Your Aspired Motivator","Bos: Adib, this meeting determines the fate of the plant tau.
My head: ","","","","1561529993000","Jun 25","/adibhusnizaim/status/1143765806875959296","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@syahmemes","Basco","Cleanest side shot of me that is unfortunately ruined by the overly baggy clothes

Still crediting Adib for it ","","","5","1561633255000","Jun 27","/syahmemes/status/1144198920739815425","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@DrRolaAli","Rola Ali, MD","Wow Adib! Your words are almost identical to what I said! I think this is pseudoglandular and merely condensation of the cells and not real biphasic Cytology is really good for ES plus the CD99 and EWSR1.","2","","13","1561740545000","Jun 28","/DrRolaAli/status/1144648928861839362","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@ADIBTweets","ADIB Tweets","Congratulations to the winner of 1,000,000 #Etihad Guest Miles! And to the other 30 winners with 100,000 miles each in the ADIB Ramadan Covered Card Campaign! Stay tuned for more prizes. ","","","2","1561619392000","Jun 27","/ADIBTweets/status/1144140775179137024","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@layla_adib","L.A.","And i still don't know how to draw an accurate circle.","1","","5","1561845902000","Jun 29","/layla_adib/status/1145090828106457088","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@Adib_Kaman","Muhammad Adib bin Kaman","Alang ncig trs. Blue edition","2","","1","1561847954000","Jun 29","/Adib_Kaman/status/1145099433010270208","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@layla_adib","L.A.","Another day another reply that gets many likes (still in progress tho)","1","","2","1561845852000","Jun 29","/layla_adib/status/1145090618793910272","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@blogosum","Blogosum","Travel #news: Seychelles Tourism Board exhibits alongside Dnata Travel at the ADIB Roadshow https://www.eturbonews.com/251658/seychelles-tourism-board-exhibits-alongside-dnata-travel-at-the-adib-roadshow …
#travel #news #vacation #trips #cruise #cruises #holiday #hotels #resorts #airport #flights #outdoor #travelnews #traveltip","","","","1561842718000","Jun 29","/blogosum/status/1145077472913965056","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@DrRolaAli","Rola Ali, MD","Yes Adib I just wanted to see how things unravel first and what Mark has up his sleeve","","","1","1561839195000","Jun 29","/DrRolaAli/status/1145062694678122500","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@adib_awesome1","adib","i will busy myself with work and ignore partime people in my life.people find because want something.when i need them they gone","","","1","1561829011000","Jun 29","/adib_awesome1/status/1145019980116664322","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@Adib_Syahmii","Dibs","This tweet allows me to only imagine that cows in Switzerland are fragrant","","","1","1561824920000","Jun 29","/Adib_Syahmii/status/1145002820535369728","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@nsrdnzh","cey","Same goes with Muhammad Adib’s case.. should continue.. ","","2","","1561810793000","Jun 29","/nsrdnzh/status/1144943567913140231","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@adib_borbond","bond","I just want be kind and humble. N everything gonna be okay. Kalau tak okay, akan okay juga kemudian hari.. And i love everyone..","1","2","2","1561774493000","Jun 28","/adib_borbond/status/1144791314015195136","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@NazmeenAmin","Izzatul Nazmeen","thanks betulkan!","","","2","1561733069000","Jun 28","/NazmeenAmin/status/1144617568755257344","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@adib_asyraff","#RaffAsyraff","Friendship goals ","","1","2","1561732273000","Jun 28","/adib_asyraff/status/1144614233809805313","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@bernamadotcom","BERNAMA","KPKT and JBPM need independent lawyers in Adib's inquest

http://www.bernama.com/en/general/news.php?id=1740313#.XRYRH2YB1gI.twitter …","","","2","1561727274000","Jun 28","/bernamadotcom/status/1144593265972244480","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@adib_zufe","اديب","My malay teacher once said not to merayap after school during maghrib. If not hantu tetek will kidnap you and keep under her tetek. That haunts me when im in pri school","","","9","1561721626000","Jun 28","/adib_zufe/status/1144569576903938050","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@syrianmusiclive","syrianmusiclives","9 July Beirut
8:00 pm @AUB_Lebanon Assembly Hall
@florianzenker and friends: Lynn Adib, Florian Zenker, @gerard_kleijn, Samuel Rohrer, Guillermo Celano, @Curious_eMG #GlobalWeek4Syria #Syria #Music #Lebanon #Beirut #Tripoli #4Syria #song #singers #Arabic #ArabicMusic","","2","4","1561716168000","Jun 28","/syrianmusiclive/status/1144546681716989952","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@Adib_Moghaddam","Arshin Adib-Moghaddam","#GlobalMiddleeast @OfficialBrismes conference #BRISMES2019","","1","3","1561705338000","Jun 28","/Adib_Moghaddam/status/1144501258134413312","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@PA_Schools","Practical Action Schools","Such a privilege to meet colleagues from @PracticalAction’s country offices yesterday, Including Adib who showed me some die made from recycled plastic that are used to teach children English in the rohindya refugee camps. #wasteplastic #recycling #sustainability #teachSDGs","","3","7","1561627077000","Jun 27","/PA_Schools/status/1144173007381913600","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@darrahsara","サラ𓃠","Where’s the fun in us just hugging and trying to cry? He just made things more exciting and fun. You should thank him.","1","","2","1561624147000","Jun 27","/darrahsara/status/1144160719614726144","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@Adib_Moghaddam","Arshin Adib-Moghaddam","@realDonaldTrump you have sanctioned Ayatollah Khomeini the revolutionary leader of #Iran who passed away 30 years ago. You don’t even know the name of the individual that you are targeting. You will go down as the most imbecilic leader in contemporary history.","","1","3","1561620865000","Jun 27","/Adib_Moghaddam/status/1144146954018074626","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@Adib_Moghaddam","Arshin Adib-Moghaddam","My comments (together with my former @SOAS PhD @AFathollahNejad) in the German newspaper “General Anzeiger”. Interview by the meticulous Thomas Seibert @BosphorusNews","","3","13","1561620412000","Jun 27","/Adib_Moghaddam/status/1144145052790382592","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@CBCQuirks","Quirks & Quarks","As a child, Fadel Adib dreamed of having superpowers — like Superman's X-ray vision. As an adult he made this dream real by developing a way to use ordinary Wi-Fi signals to look through solid objects like walls.

http://cbc.ca/1.5182770 

@fadeladib @SignalKinetics @medialab","","1","6","1561577400000","Jun 26","/CBCQuirks/status/1143964647390887936","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@simmonskt","Katie Simmons","Great to see you Adib, look forward to working together more in the future","","","1","1561499255000","Jun 25","/simmonskt/status/1143636884435931136","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@adib_haikal","Jay.","I'm really starting to get tired of people. Not because of them, but because of me.","","12","6","1561488777000","Jun 25","/adib_haikal/status/1143592935696453633","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@wildrumpusbooks","Wild Rumpus Books","Tonight! Join us at 6:30PM for a conversation between authors Lana Wood Johnson and Adib Khorram. We can't wait to hear more about Lana's new book Technically, You Started It! @muliebris @adibkhorram","","2","2","1561486094000","Jun 25","/wildrumpusbooks/status/1143581682072772608","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@OwToTheZie","BadAss Witch","We made it to Doha, Adib!  ","3","8","29","1561478770000","Jun 25","/OwToTheZie/status/1143550964013641731","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@tralimiguel","Carlos Miguel Ruiz","..as usual very nice images and annotations Adib...Thank you so much ","1","1","6","1561477264000","Jun 25","/tralimiguel/status/1143544646410350593","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@muliebris","Lana Wood Johnson","Internet friends are real friends!!! I'm so glad I listened to Adib (even if I didn't sometimes, because that's what CPs do.) ","","","2","1561462762000","Jun 25","/muliebris/status/1143483822639632384","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@AlaviLondon","Seyed Ali Alavi","My recent comments on the importance of maintaining Global Agreements are reflected by the Mediaonline. I’m humbled that my comments are lined with Professor Adib-Moghaddam’s enlightening remarks.  ","","1","4","1561455119000","Jun 25","/AlaviLondon/status/1143451765163089920","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@Adib_Moghaddam","Arshin Adib-Moghaddam","The #GlobalMiddleeast books can be found @OfficialBrismes conference too. #BRISMES2019","","3","16","1561452351000","Jun 25","/Adib_Moghaddam/status/1143440153610006529","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@layla_adib","L.A.","Almost 9 years of friendship and I can truly say she's one in a million. Most caring, authentic, genuine, and loving person I know. I ALREADY MISS YOU MF. ","1","1","17","1561404966000","Jun 24","/layla_adib/status/1143241407097966592","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@imkyunwonnie","#FIND_YOU","Husna, adib, qia, farah and aina clearly doesnt want to entertain me no matter how hard I try to bait them with HQ photos ","3","","8","1561392326000","Jun 24","/imkyunwonnie/status/1143188392714235904","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@koogmi","sugie","˗ˏˋ day 429ˎˊ˗
↬ 062419

""Are you with me?
Is this fiction?
I've always known you
Since the story began
Can you feel me
In these moments?
I'll keep on searching
‘til I no longer can see less.""
— Fiction, Adib Sin feat. Azuria Sky ","1","","10","1561389350000","Jun 24","/koogmi/status/1143175909987385344","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
"@malaysiakini","malaysiakini.com","RCI not needed for Adib's case - Zuraida https://www.malaysiakini.com/news/481031 ","5","7","8","1561385375000","Jun 24","/malaysiakini/status/1143159237087907841","https://twitter.com/search?q=(adib)%20since%3A2018-11-28%20until%3A2019-06-30&src=typed_query"
