"handle","name","content","replies","retweets","favorites","unix_timestamp","date","url","__url"
"@badwebsites","bad websites","ELDERLY WOMAN NEEDS HELP. #harveySOS #needsHelp #CajunNavy Port Arthur TX https://twitter.com/thatgirlasa/status/902793625481990145 …","4","90","36","1504079258000","30 Aug 2017","/badwebsites/status/902799961208885248","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@loxi1229","Loxi Garrett","PLEASE RETWEET!!!

Need help in Beaumont, Port Author, Vidor or orange area ??#harveysos # PortArthur  #Beaumont","10","137","56","1504118837000","30 Aug 2017","/loxi1229/status/902965968485404672","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@LauraTrent11","LaurieLou","Guys, please RT - can anyone help?!?  #CajunNavy #HarveySOS #HarveyPetRescue","2","24","12","1504219559000","31 Aug 2017","/LauraTrent11/status/903388425734287361","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@iwantbamboo","Brenda Kensington","If you are in Houston to help rescue people please message me! Let me know truck or boat and I can I dispatch you to an area #harveysos","2","10","12","1504201256000","31 Aug 2017","/iwantbamboo/status/903311656457048065","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@ADsXe","A.D.","Immediate help needed for trapped family in Lumberton on Cooks Lake road off hwy 69 north PleaseRT! #HarveySOS  pic.twitter.com/dpOoBZf8Yo","11","54","21","1504200467000","31 Aug 2017","/ADsXe/status/903308347973132288","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@DaleksResist","Daleks Resist!","Pls RT: Tips for those awaiting rescue.  Please continue to seek help. #HarveySOS #HoustonSOS #NeedRescue #WaterRescue #HurricaneHarvey","","63","35","1504152091000","30 Aug 2017","/DaleksResist/status/903105442490056708","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Ceecee_Wx","Craig","Update from #PortArthur: I've been trying to get help for the grandma of @_amourki, 91 with health issues. She has been RESCUED! #HarveySOS","9","13","67","1504137193000","30 Aug 2017","/Ceecee_Wx/status/903042957577740289","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@deborahjuanita4","Deborah.  🚂 💨 🇺🇸 🇺🇸 🇺🇸  👠  ⭐️","If you need help put a white towel or sheet out so they can see you better Retweet Please #HarveyRescue ","","38","22","1504129233000","30 Aug 2017","/deborahjuanita4/status/903009572851519499","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@roguebarkeep","Rogue Barkeep  ❤️ 🏳️‍🌈 👻 🎃 🕷️ 🦉","#HarveyRescue @harveypetrescue  - Pilots and Planes needed to rescue animals, contact  Bois at http://PilotsNPaws.org  #Pilotnpaws","1","21","15","1504127135000","30 Aug 2017","/roguebarkeep/status/903000770639003648","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HarveyRelief","Harvey Relief","Over 7000 in need of rescue on our map with almost 2000 rescued, if you're sending out a #HarveySOS fill this out http://harveyrelief.handiworks.co/main-rescue-form …","1","58","41","1504121275000","30 Aug 2017","/HarveyRelief/status/902976191937826817","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@StollmeyerEU","Alice Stollmeyer","Update:

 4000 RESCUED & counting !!!

@HarveyRelief & @HarveyRescue you ROCK !!! 

Ask help: #HarveySOS 
Report rescue: #HarveySafe","8","78","127","1504211444000","31 Aug 2017","/StollmeyerEU/status/903354388428849154","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Amber_Addison_","Amber Addison","If you're driving in to help and need road conditions, we suggest: http://DriveTexas.org  + GPS + @waze. Be safe! #TexasNavy #HarveyRescue","1","10","11","1504183999000","31 Aug 2017","/Amber_Addison_/status/903239276564971523","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@V4SA","Vets4AStrongAmerica","If you are in #Houston & NEED HELICOPTER RESCUE call: 281-464-4851

#HoustonRescue
#HoustonSOS
#Harvey","1","47","30","1504124384000","30 Aug 2017","/V4SA/status/902989234080014336","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HarveyRelief","Harvey Relief","For all those taking to social media who are in need of a #HarveySOS rescue, fill out this form as best you can http://harveyrelief.handiworks.co/main-rescue-form …","","38","15","1504120971000","30 Aug 2017","/HarveyRelief/status/902974919683792896","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@nathy_smiles","Nathalie D.","List n tel # of people in Port Arthur w/boats; numbers to call for rescue; shelter addresses in Houston

#PortArthurSOS 
#houstonSOS ","2","34","14","1504114404000","30 Aug 2017","/nathy_smiles/status/902947374015934464","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Keep2020Alive","Keep2020Alive  🌊  🍑","RT for all: If you need emergency help & cell battery low, tweet with hashtag #HarveySOS & your address. People are monitoring that hashtag.","","29","11","1504113339000","30 Aug 2017","/Keep2020Alive/status/902942906474000384","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@shreec","Shree  ✊🏾 ❤️ 🇺🇸","You can also help Port Arthur by sharing my thread of resources. Latest updates are at the bottom. https://twitter.com/shreec/status/902770472798048256 … #HarveySOS ","","43","22","1504112988000","30 Aug 2017","/shreec/status/902941436143968258","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Cajun_Conserv","Amber✞Nicole","ANYONE IN PORT ARTHUR, BEAUMONT, ORANGE. HELP IS COMING!! #harvey #harveyrescue #HarveySOS  #HarveyFlood #CajunNavy","1","27","18","1504109788000","30 Aug 2017","/Cajun_Conserv/status/902928010843635712","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@perkalater79","GP","If you have a boat & can help with rescues in Port Arthur, get on Zello. Channel PATXD for dispatch. #HarveyRescue #PortArthur","2","51","21","1504107870000","30 Aug 2017","/perkalater79/status/902919967586361345","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@nyli","nyli","#HarveySOS   In Port Arthur  on Big Bend Avenue off of 39th St. approx. 18 people stuck on 2nd fl. Need help asap","10","19","14","1504087569000","30 Aug 2017","/nyli/status/902834821449359360","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@SuePickles80"," ⭐ Bobbie Sue  ⭐","Port Arthur contact coast guard for rescue! To dangerous for civilians to assist. #HarveySOS #HarveyRescue #PortArthur #Beaumont","1","48","13","1504079538000","30 Aug 2017","/SuePickles80/status/902801133093179393","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Trumpnado2016","STOP tRumpnado  🌊","1/ If you or anyone you know needs help you can
contact @HarveyRelief or @HarveyRescue
or use #HarveySOS hashtag.

","2","58","58","1504079330000","30 Aug 2017","/Trumpnado2016/status/902800264134094848","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@MomSkelton","Mom Skelton  🇺🇸","Forward
  ( 1 adult, 8 year old w/autism)
On top of car in garage
2935 40th St. 
#Port Arthur, TX 77642
#SOS #HELP #HARVEY #HARVEYSOS","9","52","15","1504076564000","30 Aug 2017","/MomSkelton/status/902788660038295552","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@ChaliceGarden","Lady V 👩‍💻 🔥 💚","Needs: 1. Trucks that can take on high water
2. CERTIFIED rescue swimmers 
3. Air rescue or access to it #CajunNavy #HoustonRescue #Houston","","28","16","1504059712000","29 Aug 2017","/ChaliceGarden/status/902717978323566596","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HarveyRelief","Harvey Relief","We have 6000+ people on our rescue map w/over 500 rescued http://harveyrelief.handiworks.co/rescue-map/  

GOOO TEAM!! #HoustonStrong 

#HarveyRescue #HarveyRelief","1","67","108","1504052317000","29 Aug 2017","/HarveyRelief/status/902686960220852224","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@LokiLoptr","Luͽifer","If you have been rescued today through #HarveySOS #HarveyRescue etc please make a note on your original tweet. Do not delete your help call.","1","22","25","1504046427000","29 Aug 2017","/LokiLoptr/status/902662258970558465","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@AltNatSecAgency","AltNSA","Anyone know of people needing help in #Houston send your #HarveySOS tweets to @alt_noods tweet right here!","1","18","11","1504041089000","29 Aug 2017","/AltNatSecAgency/status/902639866311303169","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@jacknielsenN7"," 🇺🇸Jack ❄️Nielsen #ClimateActionNow",".@SlackHQ help us help #HarveySOS #HarveyFlood #harveyrelief","","29","23","1504032379000","29 Aug 2017","/jacknielsenN7/status/902603335307378688","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Weather225DFW","DFW Weather 225","If you know anyone in need of Help from #Harvey use the hashtag #HarveySOS or #HarveyRescue! #wn225wx #houwx #txwx #Houston","2","46","19","1503981813000","28 Aug 2017","/Weather225DFW/status/902391246446092288","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Cynnnthiaaa_","Cyn. 🌻","FRIEND WITH 2 MONTH BABY NEEDS HELP. IN NEED OF FORMULA AND TRUCK OR BOAT ABLE TO GET TO STORE!! #Houston #HARVEYHELP #HarveySOS ","7","76","21","1503948726000","28 Aug 2017","/Cynnnthiaaa_/status/902252468104556545","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@OriginalJLP"," 🎃Jon (Spooky) Ott 🎃","The effort isnt going unnoticed If you are in the #Houston area and are in need of rescue use #HarveyRescue #HarveySOS or tag @HarveyRescue","2","23","37","1503948346000","28 Aug 2017","/OriginalJLP/status/902250874252263432","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@OneofTwin","Auntie Bebe","We need help in CE King Parkway Forest Subdivision, 8615 Sherrywood Drive Hou, Tx 77044, HELP. #harveyrescue #Harvey","14","52","45","1503935287000","28 Aug 2017","/OneofTwin/status/902196100962148354","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JoeyBadeyez","Dumpy Biscuit","Family is stranded at 9315 Balsam Lane 77078 - Please help.  #HurricaneHarvey #harvey #harveysos #harveyrescue #houston #texas","15","81","28","1503897618000","27 Aug 2017","/JoeyBadeyez/status/902038105904955392","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JoeyBadeyez","Dumpy Biscuit","Family with 1 year old needs boat rescue:  550 Normandy Rd #1620  77015 #harveyrescue #harveysos #HurricaneHarvey #houston #texaxs","8","56","23","1503896970000","27 Aug 2017","/JoeyBadeyez/status/902035391015903232","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JoeyBadeyez","Dumpy Biscuit","Little girl on a ventilator needs rescue NOW! - 8305 Talton Houston -  #harveyrescue #harveysos #rescue #sendhelpnow","7","74","27","1503896885000","27 Aug 2017","/JoeyBadeyez/status/902035034650980352","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HarveyRelief","Harvey Relief","Hundreds of people are in need of rescue now, check our live #HarveyRescue map http://harveyrelief.handiworks.co/rescue-map  Rescue volunteer ops coming shortly -","5","347","257","1503893818000","27 Aug 2017","/HarveyRelief/status/902022170041298945","https://twitter.com/search?l=en&q=help%20OR%20rescue%20OR%20imminent%20OR%20danger%20%23NeedWaterRescue%20OR%20%23HarveySOS%20OR%20%23waterrescue%20OR%20%23HarveyRescue%20OR%20%23houstonsos%20OR%20%23houstonrescue%20OR%20%23houstonhelpneeded%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
