"handle","name","content","replies","retweets","favorites","unix_timestamp","date","url","__url"
"@KaitiBlake","Kaiti Blake","#Crosby, #Texas: Big rigs are about the only ones making it through the high water on HWY 90 westbound #HarveyFlood","","9","24","1504104640000","30 Aug 2017","/KaitiBlake/status/902906420009590785","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@YourAnonNews","Anonymous","Please share and donate. #HarveyStorm #HurricaneHarvery Via Organizer @Luna_Pond 
https://www.youcaring.com/communitiesaffectedbyharvey-917840 …","3","51","39","1504101733000","30 Aug 2017","/YourAnonNews/status/902894226488389632","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@SEXTR0N","Stephen Sexton","Near #Beaumont with boat. Reply w location if you need to be picked up. #HelpforHouston #HurricaneHarvery #HoustonRelief #HoustonFlood2017","5","67","33","1504079576000","30 Aug 2017","/SEXTR0N/status/902801296348110848","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@ItsFangs","Jesse Lannister  🦁","Team 10 shirt spotted in Houston! This family was two parents , four kids , a pig , and a dog all saved #HurricaneHarvery ","3","3","145","1504075410000","29 Aug 2017","/ItsFangs/status/902783822365945856","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@TheRealKLawson","Kevin Lawson ®","This is who we really are America! 
Philippians 2:4 
#HelpforHouston #HoustonFlood #HoustonStrong #PrayersforTexas #HurricaneHarvery ","20","168","292","1504063333000","29 Aug 2017","/TheRealKLawson/status/902733165562822656","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@WilkowMajority","Andrew Wilkow","I'm surprised they didn't ask if #DonaldTrump was to blame for pulling out of the #ParisAgreement http://nypost.com/2017/08/29/harvey-victim-with-freezing-kid-curses-out-cnn-reporter/ … #HurricaneHarvery","11","19","112","1504057599000","29 Aug 2017","/WilkowMajority/status/902709114496851972","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@oskarblues","Oskar Blues Brewery","Spent the day filling cans of water to head to TX thanks to @CANdAid for making this happen and @BallCorpHQ for the cans. #HurricaneHarvery ","7","83","186","1504053004000","29 Aug 2017","/oskarblues/status/902689841527365633","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@DoohanNohan","Doohan Nohan  🇻🇪","Baytown seeing some light for the first time in days! What feels like forever! We will come back, no worries! #HurricaneHarvey #Baytown #Htx","","22","50","1504052573000","29 Aug 2017","/DoohanNohan/status/902688034465959936","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@ClayRelvart","Relvart Clay Smith","#Cypress Springs Cares!
Awesome group of Panthers volunteering at the Berry Center.
#SCHOOL PRIDE","1","28","74","1504050519000","29 Aug 2017","/ClayRelvart/status/902679421634703360","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@SA_EDS_NL","Salvation Army Emergency Services NL","@SA_EDS_NL is deploying 2 Officers tomorrow morning to help with the Salvation Army's response to #HurricaneHarvery. ","1","15","23","1504049293000","29 Aug 2017","/SA_EDS_NL/status/902674278528765953","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Carrie_Kelly17","Carrie","If this is true.. Y'all are going to owe #JoelOsteen a huge apology!! 
#HurricaneHarvery ","10","22","32","1504048738000","29 Aug 2017","/Carrie_Kelly17/status/902671952292306948","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@tessanetting","Tessa Netting","Sending #DailyLumos to all those affected by #HurricaneHarvery around the Houston area. Donate if you can!","","28","180","1504047132000","29 Aug 2017","/tessanetting/status/902665216525180928","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@TopDogTeaching","Kayla Dornfeld","Want to adopt a school in Houston? Here's a spreadsheet to sign up. https://docs.google.com/spreadsheets/d/1UoxQkP9BuFAa2DaSbVBTNyyRvxglK7F54x1C9ZbUKDc/htmlview … #HelpHouston #HurricaneHarvery","5","99","98","1504046335000","29 Aug 2017","/TopDogTeaching/status/902661873367207936","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@deirdreheenan","Deirdre Heenan","Donald Trump visits Texas amid 'epic' rainfall by @BrookesTimes #HurricaneHarvery ","3","19","27","1504044905000","29 Aug 2017","/deirdreheenan/status/902655873440518149","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Wizz_Khaleesii"," 🤦🏻‍♀️","I love Houston so much, but I really love the east side rn.  #HurricaneHarvery #HOUSTONSTRONG","5","285","337","1504043234000","29 Aug 2017","/Wizz_Khaleesii/status/902648863101784065","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@NC5","NewsChannel 5","Titans owner, Amy Adams Strunk, donates $1 million to #HurricaneHarvery victims. http://on.nc5.co/2gom2hZ ","1","14","63","1504042201000","29 Aug 2017","/NC5/status/902644531342004225","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Shaimaakhalil","shaimaa khalil BBC","Did @realDonaldTrump just address #HurricaneHarvery victims and say ""what a crowd, what a turn out""? 
","8","27","47","1504040755000","29 Aug 2017","/Shaimaakhalil/status/902638467171090432","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HEARTDEFENSOR","Heart Defensor","My heart aches for Houston  
if you'd like to help, here's the link I used to donate: https://www.redcross.org/donate/hurricane-harvey … #HurricaneHarvery","87","197","1.2K","1504039191000","29 Aug 2017","/HEARTDEFENSOR/status/902631908529512448","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@FallonSmithTV","Fallon","Derek Carr grew up in Houston. ... Here's his thoughts on the devastation going on in the city bc of #HurricaneHarvery #Raiders","","14","46","1504037621000","29 Aug 2017","/FallonSmithTV/status/902625323904204800","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@2RoadsBrewing","Two Roads Brewing","$1 from every pint sold in the tasting room Tues-Thurs will be donated to the #HurricaneHarvery Relief fund https://ghcf.org/hurricane-relief/ …","","25","50","1504034901000","29 Aug 2017","/2RoadsBrewing/status/902613912792784903","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@kateesackhoff","Katee Sackhoff","This literally brought tears to my eyes. People helping People. I can't imagine how scary this has been for so many. #HurricaneHarvery ","22","78","508","1504034414000","29 Aug 2017","/kateesackhoff/status/902611870103822336","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@trumpamerican","TrumpAmerican","Thank You Lord 4 bringing us a President Builder when our nation needs to rebuild the most! #HurricaneHarvery #TrumpStrong @SamaritansPurse","2","86","160","1504032981000","29 Aug 2017","/trumpamerican/status/902605860895023104","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@WesCallison","Wes Callison","So sad! This is the scene in #Baytown, #Texas, just east of #Houston. Give us a break, #Harvey! Video: Jeff Morales","25","508","640","1504031051000","29 Aug 2017","/WesCallison/status/902597767817781248","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@britneyandbaby","britney","Can I just say how amazing it is to see so many people come together to help other during such a tragedy...truly amazing. #hurricaneharvery","4","79","843","1504030097000","29 Aug 2017","/britneyandbaby/status/902593762551099395","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@chris1argus","Christopher Johnson","Map of U.S. Gulf #oil #refineries from #CorpusChristi to #PortArthur
- @Barclays 
#OOTT #OPEC #Texas #Houston #floods #hurricane #Baytown ","1","43","37","1504024778000","29 Aug 2017","/chris1argus/status/902571452964024320","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@RebelNewsOnline","Rebel News","Why #HurricaneHarvery is unrelated to climate change: @ClimateDepot explains to @ezralevant — https://www.therebel.media/marc_morano_hurricane_harvey_is_unrelated_to_climate_change … | #weather #tcot","4","35","41","1504024587000","29 Aug 2017","/RebelNewsOnline/status/902570652321935361","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@AmberEmilySmith","Amber Smith","Praying for our fellow Texans and helping where we can  #texasdiaperbank #grangersmith #HurricaneHarvery #YeeYeeNation","7","23","86","1504024434000","29 Aug 2017","/AmberEmilySmith/status/902570012757463040","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Damianlhudson","DAMIAN LΞMAR HUDSON","ΞVERYBODY stop what you're doing 
And donate to http://hands.org 
I did it. You can do it too.
@Trevornoah sent me.
#HurricaneHarvery","","11","68","1504023020000","29 Aug 2017","/Damianlhudson/status/902564081105645569","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@KylieAnneRogers","Kylie Rogers","This is my hometown. Please pray and help if you can #HoustonFloods #HurricaneHarvery #prayforhouston","1","28","119","1504022942000","29 Aug 2017","/KylieAnneRogers/status/902563753736118272","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@BubblesnBooze","Bubbles n' Booze","There's a special place in hell for those who abandoned their pets in #HurricaneHarvery","10","26","97","1504019707000","29 Aug 2017","/BubblesnBooze/status/902550186186211328","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@deborific","D. Sengupta Stith","Over 165 musicians answered the @ATXMusicOffice's call to play for #HurricaneHarvery evacuees in less than 24 hours https://atxne.ws/2vEidHd ","","18","16","1504018420000","29 Aug 2017","/deborific/status/902544785914953728","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@The_Munro","Munro Chambers","My thoughts go out to those being affected by #HurricaneHarvery . Stay safe.","2","45","306","1504015079000","29 Aug 2017","/The_Munro/status/902530774590779397","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@FrMatthewLC"," 🍂Fr. Matthew Schneider, LC 🍁","An electrical fire related to #HurricaneHarvery destroyed 3 homes in Texas & only the Our Lady of Guadalupe statue stayed standing. ","11","98","247","1504015055000","29 Aug 2017","/FrMatthewLC/status/902530673709375488","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@bilalhouri","Bilal Houri","#ClimateChange is like smoking; Cancer is not the result of your last cigarette. http://www.politico.com/magazine/story/2017/08/28/climate-change-hurricane-harvey-215547 … #HurricaneHarvery","3","70","136","1504014946000","29 Aug 2017","/bilalhouri/status/902530218413436929","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Amber_Addison_","Amber Addison","UPDATE: this mother has found her family and they are okay! #CajunNavy #TexasNavy #TXRescue ","1","11","81","1504006410000","29 Aug 2017","/Amber_Addison_/status/902494414483980288","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Tahj_Mowry","Tahj Mowry","Give any way you can! There are many ways! #RedCross #HurricaneHarvery #HoustonFloods ","1","20","102","1503971286000","28 Aug 2017","/Tahj_Mowry/status/902347091946618880","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@MaggieBaugh","Maggie Baugh","My thoughts and prayers go out to those effected by #HurricaneHarvery - #Texas #maggpies I would love to hear you are okay","6","47","128","1503969666000","28 Aug 2017","/MaggieBaugh/status/902340299971846145","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@1SteveBurton","Steve Burton","Praying for those affected by #HurricaneHarvery  I know Texas peeps are strong, have great faith and will OVERCOME. Much luv 2 u all","51","137","1.4K","1503969575000","28 Aug 2017","/1SteveBurton/status/902339915593154566","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@xoMissDanielle","Danielle Victoria","Please share these numbers for people in need in Huston! #HurricaneHarvery ","5","204","328","1503966364000","28 Aug 2017","/xoMissDanielle/status/902326447624175616","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@DiFran_","Anthony DiFrancesco","AnyBody Who Don't Got Power And Got A 9 Volt Battery Check This Out #HurricaneHarvery #Harvey #Houston #HoustonFloods #PrayForHouston #HTown","7","110","142","1503962142000","28 Aug 2017","/DiFran_/status/902308741877510144","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@kennethcolereal","Kenneth Cole","To be aware is more important than what you wear. Text HARVEY to 90999 to donate $10 to @RedCross #disasterrelief #HurricaneHarvery","3","26","74","1503962117000","28 Aug 2017","/kennethcolereal/status/902308636084580352","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@AronsThoughts","Aron","I always try to keep it positive here but,WOW. @JoelOsteen . Actions speak louder then words. Very disappointed. #HurricaneHarvery","16","35","140","1503959629000","28 Aug 2017","/AronsThoughts/status/902298199242584064","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@KadeSpice","Kade Speiser","Please DM me if you know anyone in #Houston , traveling there tonight to assist in #HurricaneHarvery","219","453","7.5K","1503958152000","28 Aug 2017","/KadeSpice/status/902292007036510208","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@williamcson","William C.","Aside from #HurricaneHarvery & other recent disasters, why haven't megachurches taken in migrants/ refugees?

","1","35","80","1503957553000","28 Aug 2017","/williamcson/status/902289492014497792","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
